hip,ra,dec,mag
85252,261.31208312,19.92075944,8.59
85253,261.31628012,-17.42175483,9.74
85254,261.31763136,-22.87107685,9.35
85255,261.32043172,22.17905954,8.39
85256,261.32222132,-57.03561015,11.4
85257,261.32416342,-26.14604927,9.11
85258,261.32498828,-55.52982397,2.84
85259,261.32830548,8.92480291,6.68
85260,261.32858483,-55.99307172,8.74
85261,261.33393618,22.44122022,7.95
85262,261.33610961,28.15382336,8.89
85263,261.33783644,-59.05807105,7.94
85264,261.33801301,27.64000527,8.39
85265,261.34635827,-42.4538389,9.78
85266,261.34725593,13.95287603,9.48
85267,261.34858274,-56.37768824,3.31
85268,261.35059537,52.79080663,6.46
85269,261.35253852,34.1885448,8.36
85270,261.35303822,-16.71240925,11.3
85271,261.35455094,15.54911015,7.74
85272,261.35962982,-67.35894829,9.1
85273,261.35969159,-8.82852536,7.23
85274,261.36783964,-66.38991787,7.31
85275,261.37196936,-19.74083087,8.28
85277,261.37267567,51.49314272,8.94
85276,261.3727068,37.7865847,7.67
85278,261.37351856,-29.67062307,6.82
85279,261.37418134,3.31111575,7.54
85280,261.3807247,38.78385865,8.54
85281,261.38534199,-30.98695739,9.95
85282,261.38906548,20.33370376,8.59
85283,261.39362735,-58.41068778,9.04
85284,261.3984725,-41.3390114,8.85
85285,261.40259256,-21.63169752,8.37
85286,261.40934262,28.42384219,8.47
85287,261.41424115,7.50150878,7.88
85288,261.42015964,-15.26025038,9.02
85289,261.42040928,16.38388884,6.64
85290,261.4223484,60.04834069,5.65
85291,261.42611062,-35.75515124,8.18
85292,261.43135008,-26.99138843,9.15
85293,261.43423697,-41.42922278,10.27
85294,261.43915582,27.30348425,7.47
85295,261.43987888,2.11430212,7.54
85296,261.44784558,4.66190663,8.67
85297,261.44845797,-75.39714338,11.15
85298,261.44996294,1.28746657,9.31
85299,261.46321387,-28.65528968,9.03
85300,261.46706746,-49.25317198,7.88
85301,261.46746355,-80.66287993,9.97
85302,261.4765552,16.91753762,6.09
85303,261.47740772,33.99781564,8.01
85304,261.47752597,24.25616832,9.55
85305,261.47753963,-34.85128659,8.78
85306,261.48058514,-49.41854324,9.29
85307,261.49100049,-1.65190384,6.44
85308,261.49535008,-49.73491002,6.89
85309,261.49649995,77.11513076,8.47
85310,261.49728376,29.65353502,9.27
85311,261.49774986,-6.58180058,6.96
85312,261.50012163,-50.63353205,5.19
85313,261.5035957,26.87868518,6.38
85314,261.50416561,-44.94403931,11.41
85315,261.50557508,-23.17149617,8.19
85316,261.51965364,-32.88919283,8.47
85317,261.52019525,58.65186189,6.49
85318,261.52446908,-27.59952599,7.49
85319,261.52624102,-37.60976041,8.34
85320,261.5286296,-28.5433139,7.78
85321,261.53248545,25.62201516,8.83
85322,261.54055411,-34.55738301,8.79
85323,261.54144071,46.85853797,8.37
85324,261.54990252,-65.91238134,9.12
85325,261.55194664,2.08271686,8.5
85326,261.55498531,-48.59034912,8.85
85327,261.55733003,29.45565895,7.55
85328,261.56070489,-73.15129867,8.75
85329,261.56579244,-31.64184974,9.29
85330,261.57171248,67.7658384,7.57
85331,261.57224565,-10.99299713,7.78
85332,261.57710318,-61.47733107,8.36
85333,261.57920731,7.59566929,6.01
85334,261.58055301,62.49944297,9.87
85335,261.58071872,24.29783682,8.26
85336,261.58193281,-15.27157935,11.15
85337,261.58378581,-48.83413308,8.53
85338,261.58984714,3.66994547,10.7
85339,261.59253471,-67.34677464,8.79
85340,261.59257241,-24.17502346,4.16
85341,261.59291763,23.12405287,9.7
85342,261.59340367,-48.61485438,7.04
85343,261.59511215,47.41564492,8.02
85344,261.59688825,22.10985186,8.81
85345,261.60020844,65.23630285,8.72
85346,261.60305929,7.62084235,8.53
85347,261.60550866,-43.74551667,9.95
85348,261.61271937,30.80431843,8.22
85349,261.6137518,61.99828323,8.82
85350,261.61392073,72.80599495,7.63
85351,261.61892796,-46.20758288,9.53
85352,261.62284164,-37.11219318,7.56
85354,261.62530175,-13.15632161,10.33
85353,261.62574065,-62.51400261,8.69
85355,261.62866503,4.14034239,4.34
85356,261.63152482,0.82212088,6.86
85357,261.63300312,-44.62936018,7.88
85358,261.63807485,-47.91429093,8.77
85359,261.64404759,-38.32884668,7.63
85360,261.64535235,-32.96937667,8.03
85361,261.64874951,27.23095129,7.69
85362,261.64910612,-49.89249653,7.87
85363,261.65025066,-62.9229864,6.96
85364,261.6563115,-38.16879551,8.71
85365,261.65806271,-5.08649188,4.53
85366,261.66064271,-40.63270982,10.47
85367,261.66430345,-43.09469179,8.39
85368,261.66645852,-1.00163409,7.64
85369,261.66722912,56.35312027,8.97
85370,261.66742283,-62.12088839,8.26
85371,261.66871535,35.76576132,8.13
85372,261.67161471,-34.09232987,7.63
85373,261.67355805,31.05926495,9.67
85374,261.67370353,59.7488091,9.71
85375,261.67600886,-33.81390252,9.82
85376,261.67745039,-21.46936003,7.24
85377,261.68027084,-42.23212048,8.88
85378,261.68101118,31.07701161,8.48
85379,261.68434277,48.26007218,5.83
85380,261.69028631,-0.18484694,8.11
85381,261.6914899,31.21955443,7.14
85382,261.69235534,34.69569698,5.94
85383,261.70192656,-32.58240806,8.3
85384,261.70393982,14.54879099,10.4
85385,261.70469683,20.08093784,5.52
85386,261.70472059,-2.39340707,11.09
85387,261.71154926,-26.33178052,7.35
85388,261.71436903,-24.38508465,9.39
85389,261.71659776,-45.84296289,5.28
85390,261.72945714,2.3449419,8.88
85391,261.73043254,-25.94339733,6.42
85392,261.73447374,-49.34264596,8.62
85393,261.73477483,-51.94878604,6.17
85394,261.75116357,57.81678648,8.29
85395,261.75359642,-25.27152566,9.49
85396,261.75609288,-29.23216254,10.49
85397,261.75884919,-12.51233441,6.2
85399,261.76483507,33.23119914,9.48
85400,261.7648634,46.27172163,8.62
85398,261.76487286,-47.13650841,7.14
85401,261.76721431,51.887347,8.16
85402,261.77786851,21.71958938,8.02
85403,261.77942648,-71.92715546,8.31
85404,261.78819003,55.37875594,8.93
85405,261.79118923,-15.85333977,6.48
85406,261.79546451,50.28347677,10.15
85407,261.79764538,-61.08802556,11.24
85408,261.80007814,-7.31660221,8.38
85409,261.80191959,-50.6303656,5.9
85410,261.8027246,-13.32686906,9.66
85411,261.80346941,-39.48605107,9.4
85412,261.80644586,-48.54433574,9.8
85413,261.80781483,-29.94200398,9.0
85414,261.807835,42.2180669,8.31
85415,261.81697007,-60.23869676,8.82
85416,261.81779145,-0.25266341,9.66
85417,261.81978217,70.887393,9.49
85418,261.82069077,-2.39315266,8.47
85419,261.82097772,17.89756221,7.39
85421,261.82932281,-57.10424776,8.33
85420,261.82937696,-65.00206635,8.03
85422,261.83714253,-32.54640957,8.38
85423,261.8386001,-29.86669942,4.28
85424,261.83912324,-47.94140014,8.5
85425,261.84201147,-38.06142218,7.88
85426,261.84507979,-20.51701042,8.76
85427,261.84667094,18.13024125,8.01
85428,261.84898041,6.5169813,8.89
85429,261.85806362,4.22751687,12.34
85430,261.86196988,49.74490976,8.65
85431,261.86934262,10.63529111,8.49
85432,261.87224456,35.72039245,7.87
85433,261.88180714,32.7864934,8.31
85434,261.88663057,16.45680187,7.24
85435,261.88989474,-53.22249415,7.07
85436,261.89436517,26.7942913,7.69
85437,261.89598469,27.02473274,8.7
85438,261.89850407,-35.09334922,9.57
85439,261.89963647,-51.50325821,9.86
85440,261.9052644,-24.667862,8.89
85441,261.90575498,-15.96724291,10.02
85442,261.90648805,-29.7244896,5.98
85443,261.90718652,5.01252873,8.94
85444,261.92119324,57.51046472,8.37
85445,261.92246044,-37.18559698,6.67
85446,261.92760517,-19.223394,8.89
85447,261.9292421,-47.78513098,9.65
85448,261.93202811,-63.26368453,7.35
85449,261.9330121,-3.12523673,8.22
85450,261.93362195,8.44214144,6.42
85451,261.93421282,13.61095336,9.72
85452,261.94028423,15.41037888,8.48
85453,261.94052572,-28.35877469,8.08
85454,261.94357097,-46.95074778,8.15
85455,261.94984299,-12.18670807,8.09
85456,261.95329298,-28.17099162,9.03
85457,261.95478843,8.5602076,9.93
85458,261.95499084,16.94973116,9.09
85459,261.95666738,36.52011143,8.51
85460,261.960193,11.3920683,8.62
85461,261.9628679,-54.54534579,8.32
85462,261.96672602,54.35242653,8.69
85463,261.96775031,11.39049574,7.11
85464,261.96936617,20.83024344,9.07
85465,261.97166263,9.75142858,8.27
85466,261.97347684,56.16116761,9.51
85467,261.97838303,-47.02621716,6.57
85468,261.97961755,-42.40841575,8.36
85469,261.98057519,37.93991363,8.68
85470,261.99006555,-52.29702909,5.72
85471,261.99182408,-14.26946944,8.82
85472,262.00860137,12.18537115,8.53
85473,262.00877283,-69.33946439,11.91
85474,262.00994813,-8.2080587,6.37
85475,262.01207563,27.66925409,8.0
85476,262.01453741,-36.8820756,7.56
85477,262.01995625,-64.95103486,7.37
85478,262.02211549,-38.07462267,8.64
85479,262.03121539,28.47381269,9.25
85480,262.03282619,-63.03618478,6.22
85481,262.04037633,42.8663397,8.42
85482,262.04928848,-31.20718055,7.73
85483,262.05038515,68.4993207,8.51
85484,262.05599909,-62.94532734,7.7
85485,262.05785653,-45.50233918,9.0
85486,262.05920583,-43.74545515,9.78
85487,262.06040958,17.51001238,9.34
85488,262.06307656,-34.61094737,9.02
85489,262.065451,-45.83834892,10.2
85490,262.0659385,21.18563421,10.95
85491,262.06746666,-20.96376124,7.93
85492,262.06779923,46.06448927,8.13
85493,262.07601669,-63.82434511,8.06
85494,262.08067115,41.06249616,10.62
85495,262.08123365,76.70944514,8.68
85496,262.08158844,2.20395901,9.18
85497,262.08807011,-52.63482505,8.09
85498,262.08878829,30.2452026,8.2
85499,262.09301461,-53.49991442,7.5
85500,262.09602745,13.82618239,9.09
85501,262.0980953,-54.02123036,7.13
85502,262.09917059,-20.36385751,8.9
85503,262.10135312,15.86401136,9.39
85504,262.1070485,26.00648894,9.09
85505,262.10896668,4.62790459,10.05
85506,262.11131271,12.28559765,9.71
85507,262.11489672,-29.05858082,7.34
85508,262.11981337,-9.50048755,8.55
85509,262.12104784,74.50011289,8.26
85510,262.12441698,50.16400004,8.66
85511,262.12602832,-77.51970841,8.89
85512,262.12944206,-46.87242346,8.52
85513,262.13020883,57.11036982,8.07
85514,262.13436597,7.26908792,9.01
85515,262.14155378,9.7221436,8.83
85516,262.14783654,-58.11043625,9.68
85517,262.14882752,3.60560632,8.27
85518,262.14916112,51.36135654,7.63
85519,262.15390302,19.87206686,9.5
85521,262.16150873,-25.51059094,7.06
85520,262.16213171,-55.16966503,5.93
85522,262.16422474,59.03532613,8.2
85523,262.16440365,-46.89305173,9.38
85524,262.17016826,-31.38416122,7.6
85525,262.17163235,18.17415573,8.95
85526,262.1732018,-22.58133949,9.37
85527,262.17791826,-5.63910987,8.56
85528,262.17865783,-60.4060164,8.41
85529,262.1820794,-54.5927922,8.95
85530,262.18327881,-82.77959567,6.64
85531,262.18978032,-30.93155078,7.8
85533,262.19193338,-41.66351458,10.45
85532,262.19215061,26.72537086,8.11
85534,262.19900529,10.53404737,7.06
85536,262.20625492,-42.54603022,8.58
85535,262.20626222,45.4571078,10.92
85537,262.20705273,0.33057703,5.41
85538,262.20808682,-26.72958631,8.63
85539,262.20908951,41.3994237,7.78
85540,262.2135688,-70.63362344,7.22
85541,262.21621949,-23.44186491,8.77
85542,262.22860311,26.20381455,8.54
85543,262.2337058,-36.7782678,5.98
85544,262.23860543,-44.59313782,10.2
85545,262.2424103,50.87026085,7.08
85546,262.24546821,39.62186441,8.77
85547,262.24783305,-63.42390769,8.13
85548,262.25084702,-24.33642708,8.39
85549,262.25360309,-43.97389932,6.3
85551,262.25730116,80.20948762,8.69
85552,262.25766464,-42.61433709,9.24
85554,262.25898752,51.49764128,7.88
85553,262.25910456,-59.03243529,7.22
85555,262.26000402,38.74574209,9.57
85556,262.26382364,33.75670771,8.04
85557,262.26612553,-64.92869391,8.81
85558,262.2681493,-79.84278499,8.82
85559,262.26866752,-65.9785535,11.37
85560,262.27760559,50.08739299,7.53
85561,262.2780843,-23.83593582,9.61
85562,262.28043884,-14.08061846,7.91
85563,262.28255606,-68.56889573,8.99
85564,262.28982398,6.14841018,8.03
85565,262.30003944,25.60660641,10.09
85566,262.30176706,0.93492623,8.06
85567,262.30339143,22.13273404,8.0
85568,262.30340154,-60.63990256,7.89
85569,262.3038514,-31.53428573,6.99
85570,262.305348,10.89936215,7.72
85571,262.30622434,28.81424875,8.81
85572,262.30862554,27.8818074,7.84
85573,262.31151932,43.46977355,8.44
85574,262.31509094,-40.74686953,8.17
85575,262.31907203,63.869579,8.42
85576,262.3193089,-9.99066231,7.62
85577,262.32004696,-57.411753,8.01
85579,262.3213276,29.40052936,8.99
85578,262.32463642,-42.33425814,7.97
85580,262.32878646,37.95998852,8.47
85581,262.33144456,-16.79139245,9.71
85582,262.33418538,29.39261462,8.99
85583,262.33529082,-38.64545033,8.48
85584,262.33681784,-40.28787425,8.41
85585,262.3426496,75.63756012,8.48
85586,262.34608558,-67.28046716,8.05
85587,262.34652151,-36.90068364,9.52
85588,262.35656571,-33.76040355,8.52
85589,262.35665611,-38.51694348,6.38
85590,262.36006924,11.70470377,8.3
85591,262.36127751,-18.66421472,9.33
85592,262.36186935,32.70935197,8.77
85594,262.3643607,54.65409598,9.35
85595,262.36535385,-40.31276487,8.44
85596,262.36730853,34.9386032,7.17
85597,262.37015922,34.93677764,9.17
85598,262.37074965,-61.76382806,6.74
85599,262.37297382,-50.39841645,7.78
85600,262.37336367,-16.03461063,7.56
85601,262.37902311,3.00736478,8.44
85602,262.38158419,20.53983828,8.73
85603,262.38643225,-0.16910644,7.81
85604,262.39986071,-52.85866092,9.16
85605,262.40078667,24.65322144,11.39
85606,262.40425243,1.5552792,8.15
85607,262.40617622,24.65681939,9.39
85608,262.40717456,9.53697692,9.79
85609,262.41136482,-73.14965381,8.61
85610,262.41957714,-49.78987503,7.82
85611,262.42183108,10.36458797,8.31
85612,262.42259506,71.27031332,8.6
85613,262.42726808,-28.63510806,9.04
85614,262.42974842,33.93335464,9.66
85615,262.43145294,-52.91655091,11.45
85616,262.43186422,22.30495268,8.59
85617,262.43192951,-19.4730305,7.51
85618,262.43331688,-8.01748117,8.55
85619,262.43456045,42.85910589,10.47
85620,262.4351998,63.85309749,7.66
85621,262.4379688,9.04535626,10.51
85622,262.44736311,-5.91932263,6.36
85623,262.44866489,78.33294104,9.77
85624,262.45167589,-23.26245222,9.61
85625,262.45244363,5.50666027,8.77
85626,262.46430129,15.96407892,8.12
85627,262.4645199,-39.70612457,8.53
85628,262.46737736,-44.74161619,7.53
85629,262.47594335,-47.00634107,8.38
85630,262.48441301,-1.30636512,8.51
85631,262.49142028,-6.91177079,8.33
85632,262.49333289,-17.81438022,7.68
85633,262.49712108,-43.5520713,8.48
85634,262.50651041,59.68858569,7.95
85635,262.51515121,-37.05366005,8.41
85636,262.51756197,14.46246299,8.52
85637,262.51951479,43.31057235,8.46
85638,262.52033913,-1.98677704,8.58
85639,262.52226395,44.5191003,8.68
85640,262.522407,-1.0378165,8.91
85641,262.52349119,-33.71636014,6.68
85642,262.52710375,-22.95132059,8.93
85643,262.53079409,66.93935214,8.48
85644,262.53128688,47.26812481,9.15
85645,262.53778575,48.13715495,8.41
85646,262.54747367,45.64410925,8.21
85647,262.54769926,-51.63652531,9.58
85648,262.55443718,53.07844926,9.57
85649,262.55529556,-69.89556718,8.91
85650,262.5593169,43.96900145,9.69
85651,262.56091885,29.50743804,7.95
85652,262.56620245,-35.85973844,8.19
85653,262.56781302,47.40201668,7.22
85654,262.57093258,-74.90755329,8.38
85655,262.57768817,22.03545194,7.67
85656,262.58087149,-51.9774624,8.11
85658,262.58186641,-11.62153367,8.87
85657,262.58201194,63.77744117,7.33
85659,262.58216006,-63.85177128,8.8
85660,262.5827853,-34.48047709,8.64
85661,262.58331492,-4.36939824,6.72
85662,262.59204365,-8.87278517,9.21
85663,262.59216011,-40.5979904,8.73
85664,262.59257407,10.76857304,7.09
85666,262.59436211,11.92398112,6.47
85665,262.59462845,5.5491235,9.33
85667,262.59946496,-1.06250365,5.31
85668,262.60376782,-66.86994767,6.99
85669,262.6059091,53.15463626,8.82
85670,262.60823708,52.30135901,2.79
85671,262.61156959,22.87301197,7.57
85672,262.61889255,40.13422655,9.11
85673,262.62112248,-43.75402065,7.5
85674,262.62145551,-15.43235654,9.99
85675,262.62208658,-10.09618656,8.14
85676,262.62774007,-34.53902338,8.28
85677,262.63136027,-32.9291412,9.1
85678,262.63149908,68.74822634,7.86
85679,262.63393765,-14.77257304,8.72
85680,262.63900179,-33.6544017,8.49
85681,262.64021095,-27.20327331,8.55
85682,262.64121116,-43.22600333,6.94
85683,262.64668325,17.52047075,6.91
85684,262.64970957,-38.519631,8.49
85686,262.66425787,46.34175222,9.95
85685,262.6642865,-43.06175814,8.48
85687,262.66621077,24.04134337,7.69
85688,262.66753462,38.88217133,6.43
85689,262.66875977,-17.87942323,9.03
85690,262.66998947,-19.11500839,8.62
85691,262.68056312,-13.34718698,10.05
85692,262.6815006,57.87685725,6.22
85693,262.68457505,26.1106045,4.41
85694,262.68465743,-62.0827346,8.41
85695,262.68737814,48.64843257,9.86
85696,262.69099501,-37.29574016,2.7
85697,262.69152355,-57.49657849,8.96
85698,262.69420575,-40.87224658,8.71
85699,262.69570753,86.96802383,5.78
85700,262.69985554,-37.43690986,6.89
85701,262.70158461,-33.60989818,7.9
85702,262.70544994,18.33207059,9.24
85703,262.70672319,-23.84157459,7.39
85704,262.70944774,1.57795841,7.93
85705,262.71153152,3.81632305,9.34
85706,262.71165525,34.26812045,8.0
85707,262.7146836,1.11962682,7.14
85708,262.71754347,6.99159226,9.53
85709,262.71790706,58.35344857,9.72
85710,262.72530776,-42.02805294,8.47
85711,262.72625369,35.63919185,9.34
85712,262.72714553,-29.04551579,9.4
85713,262.72749728,15.1926344,9.12
85714,262.72864175,-81.61155145,8.25
85715,262.73071285,31.15810073,5.63
85716,262.73423073,-66.16975087,9.17
85718,262.73792401,65.11029288,9.76
85717,262.73799234,50.07024715,8.79
85719,262.7382625,-17.37340411,8.33
85720,262.74730507,-11.1865802,10.26
85721,262.75136235,-7.94691148,8.41
85722,262.75935103,-2.82673219,7.11
85723,262.76237517,-50.36264468,8.08
85724,262.76445093,-21.4852604,8.93
85725,262.77061922,-57.03354151,8.2
85726,262.77467105,21.02136147,8.07
85727,262.77490395,-60.68360667,3.6
85728,262.77779655,-54.77564312,9.13
85729,262.77973232,-53.47865499,8.14
85730,262.78837132,20.18708447,7.75
85731,262.7970542,3.59187968,9.24
85732,262.79796888,28.13641242,8.0
85733,262.80169118,13.1052205,8.19
85734,262.80346823,-17.14214565,8.19
85735,262.80401058,6.35444048,9.17
85736,262.80522921,43.5587261,8.12
85737,262.80859467,-73.16254066,8.71
85738,262.81601314,-39.97496204,8.46
85739,262.82063199,-30.32134545,9.58
85740,262.82265137,19.01745047,8.98
85741,262.82423954,-10.97130087,7.45
85742,262.82453097,69.60002483,7.26
85743,262.8278724,-56.74905131,8.29
85744,262.82800896,19.52206843,6.77
85746,262.83104871,-0.34705024,8.95
85745,262.83197367,-39.01808932,7.14
85747,262.83243078,-39.16536694,7.93
85748,262.83729858,-45.01076954,9.35
85749,262.83893822,2.72446012,5.57
85750,262.84689311,1.97588776,9.42
85751,262.84701749,-56.92095404,5.99
85752,262.85000682,-31.96984534,8.09
85753,262.85044113,-54.69349178,7.87
85755,262.85396193,-23.96258036,4.78
85757,262.85651162,-2.53855082,8.15
85756,262.85666936,36.56428274,7.99
85758,262.8593591,53.95202457,9.99
85759,262.86203927,54.35574812,7.22
85760,262.8644714,-80.85902834,5.83
85761,262.86533304,-4.89990099,9.3
85762,262.8653488,71.2479729,7.85
85763,262.86646898,-41.92773911,8.83
85764,262.87567509,-71.20444487,9.13
85765,262.87608955,-60.44005202,8.23
85766,262.87848859,1.67233263,7.18
85768,262.88191577,-17.30915809,9.96
85767,262.8825025,-71.20173758,11.68
85770,262.88770728,-29.9672934,9.45
85769,262.88777316,49.72322618,7.76
85771,262.89137028,50.67891864,7.73
85772,262.89216356,61.68389171,7.57
85773,262.89463219,-36.07694203,8.75
85774,262.8973604,-40.60340755,10.04
85775,262.89917539,-30.29280923,8.3
85776,262.91155811,11.38023237,10.65
85777,262.91563952,64.51084256,7.83
85778,,,10.41
85779,262.92176151,8.26907176,8.59
85780,262.92426392,-45.54107869,8.51
85781,262.92724045,30.31813911,6.91
85782,262.92748061,-41.03953657,7.19
85783,262.9348963,-26.26965423,6.05
85784,262.93732257,-9.98077843,8.65
85785,262.94255239,39.9746576,8.73
85786,262.94735241,-33.70308126,6.43
85787,262.95350773,-51.89041749,8.46
85788,262.95456928,-46.0367764,6.04
85789,262.95551112,11.93181229,7.99
85790,262.95655998,28.40743646,5.66
85791,262.95891738,-65.91701671,7.92
85792,262.96050661,-49.87598159,2.84
85793,262.9608947,-38.74094121,8.8
85794,262.96394348,56.91599773,11.11
85795,262.96445595,77.34259373,8.35
85797,262.96697619,-31.51494764,9.55
85796,262.96735792,56.91888366,8.52
85798,262.97226446,2.2532146,8.77
85799,262.975565,16.82405994,6.98
85800,262.9832826,32.67489245,8.27
85801,262.98421036,-37.6818303,8.54
85802,262.98460338,-28.11866227,9.4
85803,262.98561497,-30.40119663,8.23
85804,262.98732268,-22.99951244,9.06
85806,262.99048794,0.04250946,6.75
85805,262.9912082,68.13470186,5.07
85807,262.99488338,-58.59762675,8.95
85808,262.99735576,35.71444619,8.69
85809,263.00160088,-12.52357719,9.23
85810,263.00484063,34.27099419,6.52
85811,263.00632279,-31.82716409,8.34
85812,263.01196939,2.82372436,7.41
85813,263.01684549,7.51627174,9.21
85814,263.02099422,-20.5830929,9.23
85815,263.02129202,-61.95054005,8.64
85816,263.02968988,-31.54909465,7.95
85817,263.03020399,65.44215247,10.19
85818,263.03041248,-44.32210649,9.05
85819,263.04340826,55.18411077,4.89
85820,263.04368427,-51.07408407,8.11
85821,263.04813787,21.26388091,8.3
85822,263.05373826,86.58632924,4.35
85823,263.05495561,10.06321108,10.78
85824,263.05670707,46.33047894,7.3
85825,263.06074354,52.59245734,8.08
85826,263.06199676,11.93000748,6.42
85827,263.06393281,-44.37756689,9.09
85828,263.06494533,71.58579277,7.95
85829,263.06616249,55.17280674,4.86
85830,263.07034895,-62.16236409,8.76
85831,263.07392494,-48.45944352,11.15
85832,263.07648457,18.38635658,7.68
85833,263.08067228,-42.18165224,7.86
85834,263.08542141,-52.4389755,8.73
85835,263.09342247,-55.6165027,8.82
85837,263.09570778,28.80443833,8.06
85836,263.09586081,-46.6285972,8.62
85838,263.1001489,14.38391792,7.02
85839,263.10264642,-34.27932379,6.16
85840,263.10481525,26.43937405,6.84
85841,263.11172778,35.77312776,7.8
85842,263.11998231,25.72772669,8.54
85843,263.12148202,13.77230205,8.99
85844,263.13617328,52.09449259,7.95
85845,263.13956125,25.56128874,8.84
85846,263.14201415,34.74654404,7.97
85847,263.14272889,60.78273954,9.86
85848,263.14789449,-41.45448672,9.44
85849,263.15007127,-68.06762622,8.58
85850,263.15438506,33.56936266,10.21
85851,263.15973705,-35.00280926,8.89
85852,263.17228538,74.22726469,6.61
85853,263.17301978,-46.59103744,10.25
85854,263.17397182,-57.63831483,8.06
85855,263.17431971,23.73677746,8.94
85856,263.17728412,-63.14519493,8.69
85857,263.18040839,40.65972538,8.2
85858,263.18332196,-62.23636897,7.51
85859,263.18440243,56.77863984,8.87
85860,263.18455658,-15.93492503,9.52
85861,263.18528466,2.85518302,9.38
85862,263.18609884,38.35768419,10.08
85863,263.18808782,66.98225738,8.06
85864,263.19729603,-51.10250285,8.19
85865,263.20254909,23.28833637,8.95
85866,263.20294727,-14.79187077,8.02
85867,263.2037203,19.3773197,7.79
85868,263.20715641,47.88866571,7.82
85869,263.20892545,19.08628627,7.59
85870,263.21068751,16.52532173,8.67
85871,263.21132896,-13.48206386,7.25
85872,263.21579589,47.88775522,11.63
85873,263.22040875,21.88259548,8.8
85874,263.22284584,-50.67561305,8.01
85875,263.24579742,-17.49597465,6.81
85876,263.24637545,9.21176146,8.48
85877,263.25152983,-24.32292229,8.48
85878,263.2520849,-43.99946804,9.23
85879,263.25707662,38.52221063,9.7
85880,263.25979873,49.34522588,7.36
85881,263.26433951,-29.65083754,7.22
85882,263.26673888,-25.04757562,9.66
85883,263.26819831,31.96921134,8.48
85884,263.27107461,-28.440553,10.05
85885,263.2750748,-33.05777691,7.27
85886,263.27529605,-44.49879844,8.23
85887,263.27800679,74.56640684,11.3
85888,263.28045982,41.24359953,5.72
85889,263.28077941,-41.17305756,5.84
85890,263.28670841,-49.19188415,10.06
85891,263.28743862,23.92065637,7.98
85892,263.28857286,16.76931089,7.01
85893,263.2921928,-45.92777608,9.96
85894,263.29344368,7.71885588,7.6
85895,263.29725549,-58.55755793,6.99
85896,263.29759182,-74.16268427,12.32
85897,263.29795006,-56.2844018,7.53
85898,263.30109121,-50.55555169,8.84
85899,263.30179015,-24.14293503,9.6
85900,263.30457321,-77.576145,12.32
85901,263.30652308,10.60976377,8.01
85902,263.30856547,-45.51127495,7.07
85903,263.31247261,-43.22805394,8.77
85905,263.32078319,0.10329016,7.87
85904,263.32089017,41.78489651,11.27
85906,263.32532622,67.20359523,7.65
85907,263.33090807,-46.7643561,7.88
85908,263.33570295,-21.30453699,9.24
85909,263.33610095,-27.46963778,9.48
85910,263.33786146,-60.20859291,8.7
85911,263.33990687,5.70067865,8.65
85912,263.3451751,19.25689917,5.65
85913,263.34614825,29.7611783,10.55
85914,263.35238762,-16.54225151,9.76
85915,263.3575273,20.31086443,10.03
85916,263.35937962,-19.99452352,9.77
85917,263.36146265,-3.43602628,9.07
85918,263.3625049,-18.33974577,7.75
85919,263.3710234,-42.39964738,7.35
85920,263.37122217,-24.07146171,8.55
85921,263.37245146,30.49379045,10.66
85922,263.37445668,-5.74457168,5.61
85923,263.38167294,57.55870857,6.15
85924,263.38830318,7.17828841,7.62
85925,263.39409174,-22.17164736,7.75
85926,263.39639286,62.71436622,8.81
85927,263.40219373,-37.10374835,1.62
85929,263.4023072,-7.48902203,9.96
85928,263.40242075,-28.91999817,10.13
85930,263.41413313,16.31770553,5.68
85931,263.41941353,-35.76526621,9.19
85932,263.42238769,45.30988204,8.16
85933,263.42435915,-2.76030561,10.56
85934,263.42819351,14.84177698,6.36
85935,263.42980868,31.93673875,9.6
85937,263.44485401,-50.73103689,7.76
85936,263.4454013,-7.917582,9.0
85938,263.4488887,34.54170636,7.84
85939,263.4624909,-13.50474286,8.25
85940,263.47010571,8.10391592,7.85
85941,263.47226468,-1.99227173,8.79
85942,263.47931849,21.56506215,7.92
85943,263.48221778,-68.76297218,9.26
85944,263.48357006,8.16620124,8.5
85945,263.48500254,26.67167195,8.15
85946,263.48754123,-11.03535426,9.43
85947,263.48872926,75.21737533,8.7
85948,263.49386415,-61.5318244,7.45
85949,263.4942844,28.90929672,8.03
85950,263.49493967,61.5412337,9.12
85951,263.49529934,29.09641387,8.17
85952,263.49563634,-17.8362569,7.91
85953,263.50652618,-69.98289164,8.23
85954,263.50995401,-23.03127983,7.36
85955,263.51042595,66.55836682,8.19
85956,263.5169623,37.01099236,10.68
85957,263.51742812,-46.60046955,7.66
85958,263.51901517,38.95153814,9.52
85959,263.51962619,-41.64715848,8.07
85960,263.52217542,-59.77479858,7.6
85961,263.53093864,-31.06623934,8.59
85962,263.53511651,17.58617326,8.94
85963,263.53518904,-3.05552898,7.4
85964,263.53802677,60.08969563,7.28
85965,263.53819611,-19.17488688,8.67
85966,263.54345679,-66.00800015,8.38
85967,263.5440815,-45.00636136,7.0
85968,263.54868879,-48.4685696,7.59
85969,263.54922553,-54.8950526,7.09
85970,263.55415195,-80.54040926,8.71
85971,263.55420717,-52.20852178,8.88
